airline,origin,destination,distance_km,month,day_of_week,dep_hour,weather_score,is_holiday_season,delayed,delay_minutes,passengers_booked,seat_capacity,demand_ratio,price_aed
Etihad,DXB,FRA,4800,11,Fri,23,6.58,False,0,0,216,350,0.617,2555.03
Qatar Airways,DXB,BOM,1900,5,Sun,16,5.31,False,0,0,238,350,0.681,2220.32
British Airways,DXB,CDG,5200,2,Thu,15,4.77,False,0,0,206,350,0.591,2561.88
Qatar Airways,DXB,NRT,7900,11,Thu,8,9.65,False,0,0,223,350,0.638,3074.98
Emirates,DXB,NRT,7900,9,Thu,22,5.73,False,0,0,265,350,0.757,3360.52
Etihad,DXB,SIN,5900,3,Sat,14,6.9,False,0,0,251,350,0.719,2941.29
Emirates,DXB,BOM,1900,4,Mon,12,8.99,False,0,0,237,350,0.678,2215.48
Emirates,DXB,NRT,7900,7,Thu,12,5.27,True,0,0,290,350,0.83,3533.96
Emirates,DXB,BKK,4900,2,Thu,1,3.06,False,0,0,232,350,0.664,2664.13
Emirates,DXB,SIN,5900,4,Sat,12,5.98,False,1,18,248,350,0.711,2922.68
Emirates,DXB,BOM,1900,10,Thu,21,6.44,False,1,56,177,350,0.506,1927.94
Qatar Airways,DXB,BOM,1900,3,Sat,8,5.43,False,0,0,196,350,0.562,2021.62
Qatar Airways,DXB,BKK,4900,2,Wed,17,5.22,False,1,28,217,350,0.622,2580.16
Etihad,DXB,LHR,5500,10,Sat,7,8.22,False,0,0,269,350,0.771,2984.37
Etihad,DXB,SIN,5900,12,Fri,18,4.58,True,0,0,333,350,0.952,3441.48
Qatar Airways,DXB,SYD,12000,11,Fri,13,7.26,False,0,0,278,350,0.796,4165.78
Emirates,DXB,NRT,7900,11,Sat,14,5.22,False,0,0,241,350,0.69,3199.2
Singapore Airlines,DXB,BOM,1900,8,Sun,7,5.3,False,0,0,229,350,0.655,2177.13
Emirates,DXB,BKK,4900,4,Tue,19,7.16,False,0,0,161,350,0.462,2254.48
Emirates,DXB,SIN,5900,2,Sat,9,4.43,False,1,86,212,350,0.608,2702.55
Qatar Airways,DXB,JFK,11000,8,Thu,8,6.54,False,0,0,283,350,0.809,4026.35
Qatar Airways,DXB,BOM,1900,12,Wed,4,5.15,True,0,0,252,350,0.721,2286.71
Emirates,DXB,JFK,11000,2,Wed,15,3.71,False,0,0,213,350,0.609,3475.0
Singapore Airlines,DXB,SIN,5900,3,Mon,6,9.09,False,0,0,234,350,0.671,2837.76
Emirates,DXB,FRA,4800,2,Fri,21,7.0,False,0,0,206,350,0.59,2499.53
Qatar Airways,DXB,SYD,12000,2,Wed,4,3.61,False,1,15,264,350,0.755,4045.93
Emirates,DXB,CDG,5200,2,Sat,2,4.69,False,0,0,286,350,0.82,3033.72
Etihad,DXB,NRT,7900,12,Thu,22,5.47,True,0,0,227,350,0.651,3106.35
British Airways,DXB,LHR,5500,3,Thu,6,7.63,False,1,63,200,350,0.574,2569.56
Singapore Airlines,DXB,NRT,7900,9,Mon,20,4.72,False,0,0,249,350,0.713,3255.55
Turkish Airlines,DXB,SIN,5900,6,Sat,3,3.88,True,1,33,271,350,0.775,3061.93
Qatar Airways,DXB,JNB,6400,4,Tue,19,6.77,False,0,0,217,350,0.62,2805.23
Singapore Airlines,DXB,SIN,5900,12,Thu,15,5.01,True,1,16,317,350,0.906,3342.16
Emirates,DXB,JNB,6400,3,Wed,10,5.6,False,0,0,239,350,0.684,2944.67
Etihad,DXB,BKK,4900,11,Sat,12,7.4,False,0,0,318,350,0.911,3164.7
Etihad,DXB,CDG,5200,3,Mon,12,7.2,False,0,0,197,350,0.565,2507.03
British Airways,DXB,BKK,4900,11,Tue,0,7.47,False,0,0,210,350,0.602,2538.97
Emirates,DXB,SYD,12000,12,Sat,9,3.78,True,1,43,350,350,1.0,4752.0
Qatar Airways,DXB,CDG,5200,8,Mon,13,3.31,False,1,122,209,350,0.6,2580.0
Emirates,DXB,LHR,5500,10,Wed,21,8.11,False,0,0,286,350,0.819,3085.8
Etihad,DXB,SIN,5900,1,Thu,9,6.24,True,0,0,350,350,1.0,3544.2
Turkish Airlines,DXB,NRT,7900,6,Wed,12,4.52,True,0,0,260,350,0.744,3328.54
Emirates,DXB,JNB,6400,12,Fri,6,5.67,True,0,0,290,350,0.83,3267.29
Singapore Airlines,DXB,SYD,12000,1,Tue,9,4.62,True,0,0,350,350,1.0,4752.0
Etihad,DXB,BKK,4900,6,Sat,3,8.53,True,0,0,248,350,0.709,2756.13
Emirates,DXB,NRT,7900,7,Fri,22,3.88,True,0,0,303,350,0.866,3620.64
Qatar Airways,DXB,CDG,5200,3,Sun,15,6.55,False,0,0,252,350,0.722,2831.18
Singapore Airlines,DXB,CDG,5200,5,Wed,11,3.64,False,1,40,170,350,0.488,2347.97
Singapore Airlines,DXB,BOM,1900,11,Wed,2,6.14,False,0,0,193,350,0.552,2004.97
Emirates,DXB,NRT,7900,4,Mon,16,8.49,False,0,0,170,350,0.486,2712.79
Etihad,DXB,NRT,7900,9,Sat,0,3.61,False,0,0,256,350,0.732,3301.36
Emirates,DXB,JNB,6400,6,Mon,10,5.82,True,0,0,290,350,0.83,3268.34
Emirates,DXB,BKK,4900,12,Mon,3,6.11,True,0,0,295,350,0.843,3027.65
British Airways,DXB,JFK,11000,1,Fri,16,5.61,True,0,0,350,350,1.0,4554.0
Turkish Airlines,DXB,JNB,6400,11,Mon,18,8.02,False,0,0,171,350,0.489,2515.33
Etihad,DXB,SIN,5900,9,Sun,0,6.78,False,0,0,211,350,0.604,2694.59
Qatar Airways,DXB,CDG,5200,1,Fri,13,6.38,True,0,0,340,350,0.974,3351.5
Emirates,DXB,JNB,6400,12,Thu,2,6.47,True,1,56,305,350,0.872,3359.92
Qatar Airways,DXB,CDG,5200,11,Sat,0,8.15,False,0,0,315,350,0.903,3204.93
Emirates,DXB,NRT,7900,11,Thu,14,6.55,False,0,0,218,350,0.623,3040.2
Etihad,DXB,JNB,6400,4,Sat,0,5.01,False,0,0,277,350,0.793,3186.6
British Airways,DXB,SYD,12000,4,Mon,18,10.0,False,1,50,218,350,0.623,3667.35
Etihad,DXB,JNB,6400,10,Fri,9,5.97,False,0,0,277,350,0.792,3183.92
Emirates,DXB,BOM,1900,10,Tue,20,9.52,False,1,24,179,350,0.514,1941.54
Etihad,DXB,BKK,4900,2,Tue,19,6.73,False,0,0,254,350,0.726,2791.2
British Airways,DXB,BOM,1900,9,Sun,6,5.88,False,1,208,257,350,0.736,2312.49
Emirates,DXB,SYD,12000,6,Sat,8,4.86,True,1,67,314,350,0.899,4462.38
Qatar Airways,DXB,JNB,6400,6,Fri,18,4.11,True,0,0,275,350,0.786,3171.67
British Airways,DXB,CDG,5200,3,Sat,4,6.68,False,0,0,199,350,0.569,2516.15
British Airways,DXB,JNB,6400,12,Mon,23,6.39,True,1,98,326,350,0.934,3497.89
Etihad,DXB,BKK,4900,6,Thu,14,5.62,True,0,0,320,350,0.916,3176.1
Emirates,DXB,NRT,7900,1,Wed,7,4.78,True,0,0,293,350,0.839,3556.88
Qatar Airways,DXB,BKK,4900,2,Mon,12,5.84,False,1,30,219,350,0.627,2589.27
Qatar Airways,DXB,BOM,1900,10,Sat,16,8.64,False,0,0,237,350,0.677,2214.19
Emirates,DXB,JNB,6400,1,Wed,10,5.88,True,0,0,350,350,1.0,3643.2
Turkish Airlines,DXB,LHR,5500,9,Mon,13,4.54,False,0,0,216,350,0.618,2663.4
Emirates,DXB,SIN,5900,5,Thu,18,4.52,False,0,0,211,350,0.603,2691.82
Qatar Airways,DXB,CDG,5200,12,Mon,12,5.04,True,0,0,327,350,0.935,3272.1
British Airways,DXB,BKK,4900,6,Sat,21,2.5,True,0,0,350,350,1.0,3346.2
Singapore Airlines,DXB,FRA,4800,5,Sat,5,3.19,False,1,62,232,350,0.664,2648.15
Qatar Airways,DXB,SIN,5900,7,Wed,10,3.22,True,1,29,218,350,0.624,2737.25
British Airways,DXB,JNB,6400,4,Sat,14,6.04,False,0,0,218,350,0.625,2815.56
Etihad,DXB,FRA,4800,7,Mon,19,7.53,True,0,0,284,350,0.814,2951.01
Etihad,DXB,NRT,7900,1,Fri,23,3.72,True,0,0,275,350,0.787,3430.37
Singapore Airlines,DXB,BOM,1900,5,Fri,2,3.21,False,0,0,206,350,0.59,2067.7
Singapore Airlines,DXB,JFK,11000,8,Tue,5,6.27,False,0,0,167,350,0.477,3110.99
Emirates,DXB,SIN,5900,12,Sun,1,3.89,True,0,0,329,350,0.942,3419.22
Qatar Airways,DXB,LHR,5500,1,Sun,4,4.9,True,0,0,212,350,0.606,2638.34
Emirates,DXB,SYD,12000,6,Sun,2,5.33,True,0,0,241,350,0.69,3859.59
Etihad,DXB,BKK,4900,8,Fri,13,5.6,False,1,22,314,350,0.898,3140.31
Etihad,DXB,JNB,6400,11,Thu,8,6.81,False,0,0,113,350,0.323,2148.97
Etihad,DXB,BKK,4900,10,Mon,1,4.14,False,0,0,264,350,0.754,2848.13
Turkish Airlines,DXB,NRT,7900,7,Fri,1,4.18,True,0,0,297,350,0.85,3581.38
Emirates,DXB,BOM,1900,8,Thu,23,5.75,False,0,0,187,350,0.535,1975.86
Singapore Airlines,DXB,SIN,5900,10,Sun,10,8.23,False,0,0,240,350,0.689,2875.18
Etihad,DXB,FRA,4800,1,Fri,14,5.55,True,0,0,310,350,0.887,3099.08
Singapore Airlines,DXB,NRT,7900,4,Wed,10,6.62,False,0,0,247,350,0.708,3244.07
Turkish Airlines,DXB,SIN,5900,5,Sun,19,3.04,False,0,0,217,350,0.621,2729.91
Turkish Airlines,DXB,JFK,11000,5,Tue,9,2.72,False,1,17,145,350,0.415,2940.17
Turkish Airlines,DXB,JFK,11000,10,Fri,4,9.24,False,0,0,240,350,0.687,3689.8
Singapore Airlines,DXB,FRA,4800,4,Mon,1,5.55,False,0,0,275,350,0.786,2895.1
Qatar Airways,DXB,FRA,4800,4,Mon,13,5.72,False,0,0,134,350,0.384,2084.23
Qatar Airways,DXB,FRA,4800,9,Fri,18,4.13,False,0,0,228,350,0.653,2625.9
Emirates,DXB,SYD,12000,10,Mon,16,5.92,False,0,0,175,350,0.503,3319.7
Etihad,DXB,BKK,4900,8,Thu,13,4.32,False,0,0,215,350,0.616,2566.81
Emirates,DXB,LHR,5500,7,Sun,14,6.71,True,0,0,313,350,0.895,3244.81
Singapore Airlines,DXB,LHR,5500,7,Thu,5,4.82,True,0,0,350,350,1.0,3465.0
Singapore Airlines,DXB,FRA,4800,2,Wed,11,5.33,False,0,0,334,350,0.955,3236.12
Emirates,DXB,JFK,11000,1,Sun,23,4.62,True,0,0,322,350,0.922,4338.55
Emirates,DXB,BOM,1900,8,Tue,10,5.7,False,0,0,163,350,0.467,1863.17
Singapore Airlines,DXB,NRT,7900,11,Thu,7,6.8,False,0,0,234,350,0.671,3154.67
Emirates,DXB,NRT,7900,3,Thu,14,7.83,False,0,0,256,350,0.733,3302.89
Qatar Airways,DXB,BKK,4900,4,Sat,15,5.93,False,0,0,183,350,0.524,2380.65
Emirates,DXB,JFK,11000,8,Fri,23,6.72,False,1,27,250,350,0.717,3772.93
Etihad,DXB,JFK,11000,12,Fri,9,5.3,True,0,0,324,350,0.927,4351.5
Etihad,DXB,BKK,4900,7,Tue,4,4.31,True,0,0,273,350,0.783,2905.2
Emirates,DXB,SIN,5900,3,Fri,21,5.71,False,0,0,317,350,0.908,3347.6
Singapore Airlines,DXB,NRT,7900,8,Mon,21,7.21,False,0,0,231,350,0.661,3130.57
Turkish Airlines,DXB,FRA,4800,1,Sat,14,4.73,True,0,0,350,350,1.0,3326.4
British Airways,DXB,FRA,4800,7,Fri,11,4.81,True,0,0,279,350,0.799,2920.44
Emirates,DXB,CDG,5200,3,Sat,14,5.23,False,0,0,253,350,0.724,2836.21
Etihad,DXB,BKK,4900,2,Mon,6,3.8,False,0,0,261,350,0.747,2833.88
Emirates,DXB,FRA,4800,10,Sat,6,7.59,False,0,0,265,350,0.759,2839.98
Turkish Airlines,DXB,LHR,5500,2,Fri,3,5.8,False,0,0,254,350,0.728,2893.19
Emirates,DXB,JFK,11000,1,Tue,21,4.86,True,0,0,254,350,0.727,3799.84
Emirates,DXB,BOM,1900,1,Fri,14,5.51,True,1,84,346,350,0.989,2733.45
Singapore Airlines,DXB,CDG,5200,6,Wed,15,1.75,True,0,0,283,350,0.81,3013.23
Emirates,DXB,SIN,5900,3,Wed,10,5.33,False,0,0,211,350,0.605,2696.58
Emirates,DXB,JFK,11000,11,Mon,7,5.55,False,0,0,316,350,0.905,4292.43
Singapore Airlines,DXB,BOM,1900,11,Thu,3,5.61,False,0,0,187,350,0.535,1976.57
Singapore Airlines,DXB,FRA,4800,5,Tue,13,6.43,False,0,0,230,350,0.658,2637.71
British Airways,DXB,BOM,1900,10,Tue,18,7.06,False,0,0,196,350,0.56,2018.43
Emirates,DXB,SIN,5900,5,Tue,21,6.05,False,0,0,225,350,0.643,2777.57
British Airways,DXB,SIN,5900,9,Sat,6,2.95,False,0,0,210,350,0.602,2689.24
Emirates,DXB,BKK,4900,12,Tue,12,5.81,True,0,0,307,350,0.877,3097.73
Emirates,DXB,BOM,1900,12,Wed,5,5.45,True,0,0,317,350,0.906,2595.98
Emirates,DXB,JFK,11000,1,Tue,20,4.41,True,1,90,254,350,0.728,3802.69
Emirates,DXB,CDG,5200,8,Fri,9,7.38,False,0,0,246,350,0.705,2797.48
Emirates,DXB,FRA,4800,7,Sun,21,8.57,True,0,0,332,350,0.949,3224.18
Qatar Airways,DXB,SYD,12000,11,Mon,2,7.62,False,0,0,225,350,0.643,3724.76
Turkish Airlines,DXB,FRA,4800,10,Sat,12,8.02,False,0,0,226,350,0.648,2616.28
Singapore Airlines,DXB,NRT,7900,6,Sat,0,3.58,True,1,30,350,350,1.0,3940.2
Emirates,DXB,NRT,7900,6,Wed,10,4.41,True,0,0,259,350,0.741,3321.78
Emirates,DXB,BKK,4900,10,Thu,18,8.69,False,0,0,215,350,0.614,2564.09
Etihad,DXB,SYD,12000,6,Mon,14,3.09,True,1,29,259,350,0.74,4003.78
Qatar Airways,DXB,JNB,6400,3,Thu,4,7.56,False,0,0,289,350,0.828,3264.35
Turkish Airlines,DXB,BKK,4900,6,Thu,20,4.52,True,0,0,342,350,0.98,3305.5
Singapore Airlines,DXB,BOM,1900,1,Fri,15,7.6,True,0,0,320,350,0.917,2613.29
Emirates,DXB,JNB,6400,12,Thu,11,7.4,True,1,32,281,350,0.803,3208.75
British Airways,DXB,SYD,12000,2,Tue,13,6.04,False,0,0,253,350,0.723,3954.85
Emirates,DXB,LHR,5500,2,Fri,13,5.21,False,0,0,261,350,0.747,2934.67
Emirates,DXB,BKK,4900,7,Fri,16,6.02,True,0,0,350,350,1.0,3346.2
Emirates,DXB,BOM,1900,11,Tue,4,6.15,False,1,71,269,350,0.769,2367.51
Emirates,DXB,BOM,1900,7,Wed,17,5.4,True,0,0,350,350,1.0,2752.2
Singapore Airlines,DXB,NRT,7900,6,Wed,19,5.92,True,0,0,347,350,0.994,3926.1
Emirates,DXB,NRT,7900,7,Thu,18,7.4,True,0,0,350,350,1.0,3940.2
Qatar Airways,DXB,BKK,4900,2,Thu,14,4.95,False,0,0,321,350,0.919,3181.33
Emirates,DXB,LHR,5500,9,Thu,10,5.26,False,0,0,269,350,0.77,2981.34
Emirates,DXB,JFK,11000,1,Thu,19,5.0,True,0,0,284,350,0.812,4035.54
Emirates,DXB,FRA,4800,7,Fri,2,4.04,True,0,0,350,350,1.0,3326.4
Singapore Airlines,DXB,NRT,7900,6,Mon,2,6.83,True,0,0,292,350,0.836,3549.17
Qatar Airways,DXB,NRT,7900,4,Thu,0,7.42,False,0,0,251,350,0.72,3270.59
Emirates,DXB,NRT,7900,7,Sat,21,8.68,True,1,38,292,350,0.836,3548.04
Etihad,DXB,SIN,5900,5,Tue,2,6.18,False,0,0,208,350,0.596,2675.47
Emirates,DXB,FRA,4800,7,Fri,9,5.27,True,0,0,300,350,0.857,3038.72
Turkish Airlines,DXB,FRA,4800,2,Thu,9,6.14,False,1,92,219,350,0.628,2576.55
Emirates,DXB,NRT,7900,3,Sat,3,7.1,False,0,0,301,350,0.86,3606.56
Emirates,DXB,CDG,5200,3,Sun,15,6.01,False,0,0,318,350,0.91,3219.33
Turkish Airlines,DXB,JNB,6400,3,Sun,20,5.98,False,0,0,184,350,0.528,2601.86
Etihad,DXB,JFK,11000,10,Tue,8,8.75,False,0,0,201,350,0.575,3380.67
Emirates,DXB,SYD,12000,11,Wed,23,9.8,False,0,0,261,350,0.748,4025.42
Qatar Airways,DXB,JNB,6400,3,Sun,4,7.87,False,0,0,281,350,0.804,3209.98
Etihad,DXB,BKK,4900,1,Thu,11,4.54,True,0,0,350,350,1.0,3346.2
British Airways,DXB,JFK,11000,6,Wed,12,4.63,True,0,0,319,350,0.913,4312.54
Etihad,DXB,BKK,4900,4,Sun,3,6.91,False,0,0,263,350,0.754,2847.22
Emirates,DXB,BOM,1900,10,Sat,4,5.74,False,0,0,203,350,0.583,2056.02
British Airways,DXB,NRT,7900,5,Wed,18,5.61,False,0,0,238,350,0.682,3180.65
Emirates,DXB,JNB,6400,8,Tue,22,3.04,False,0,0,185,350,0.529,2602.97
Emirates,DXB,BKK,4900,6,Mon,20,5.86,True,0,0,318,350,0.911,3165.49
Singapore Airlines,DXB,SIN,5900,10,Wed,1,8.27,False,0,0,185,350,0.531,2537.19
Emirates,DXB,SIN,5900,12,Sat,16,5.61,True,0,0,302,350,0.865,3254.16
Qatar Airways,DXB,JNB,6400,6,Sun,12,6.08,True,1,160,295,350,0.844,3298.23
Emirates,DXB,JFK,11000,7,Sat,0,6.52,True,1,48,350,350,1.0,4554.0
Singapore Airlines,DXB,CDG,5200,1,Fri,14,5.38,True,0,0,350,350,1.0,3405.6
Etihad,DXB,JNB,6400,1,Tue,1,7.51,True,0,0,284,350,0.812,3229.11
Turkish Airlines,DXB,BKK,4900,8,Tue,8,7.2,False,0,0,225,350,0.645,2627.16
Qatar Airways,DXB,FRA,4800,9,Sun,16,4.72,False,0,0,301,350,0.863,3049.73
British Airways,DXB,JFK,11000,9,Fri,11,5.89,False,0,0,294,350,0.843,4119.8
British Airways,DXB,CDG,5200,3,Sun,6,3.5,False,0,0,337,350,0.964,3330.73
Etihad,DXB,FRA,4800,8,Fri,3,4.47,False,0,0,258,350,0.739,2800.9
British Airways,DXB,FRA,4800,8,Sun,5,3.09,False,0,0,270,350,0.773,2869.74
Etihad,DXB,JNB,6400,4,Sun,14,6.34,False,1,22,306,350,0.875,3366.71
Emirates,DXB,FRA,4800,10,Thu,2,8.36,False,0,0,306,350,0.875,3073.5
Singapore Airlines,DXB,LHR,5500,4,Mon,15,7.73,False,0,0,177,350,0.506,2427.65
Turkish Airlines,DXB,JFK,11000,7,Sat,5,6.35,True,1,36,333,350,0.953,4423.86
Etihad,DXB,CDG,5200,5,Thu,1,2.22,False,0,0,218,350,0.625,2632.59
Turkish Airlines,DXB,FRA,4800,7,Thu,6,3.94,True,0,0,257,350,0.735,2792.98
Turkish Airlines,DXB,FRA,4800,6,Thu,3,4.71,True,0,0,317,350,0.908,3141.75
Emirates,DXB,BOM,1900,11,Wed,3,6.73,False,0,0,214,350,0.612,2105.78
Qatar Airways,DXB,LHR,5500,1,Sun,13,4.37,True,0,0,337,350,0.965,3390.63
Emirates,DXB,SYD,12000,6,Sun,18,9.79,True,0,0,295,350,0.843,4300.59
Emirates,DXB,BOM,1900,7,Wed,18,7.04,True,0,0,329,350,0.942,2654.97
Singapore Airlines,DXB,NRT,7900,9,Wed,0,5.78,False,0,0,245,350,0.701,3225.66
Qatar Airways,DXB,JNB,6400,5,Sat,11,4.72,False,0,0,229,350,0.656,2882.91
British Airways,DXB,CDG,5200,4,Mon,22,10.0,False,0,0,187,350,0.535,2445.13
Emirates,DXB,BKK,4900,9,Tue,4,1.15,False,0,0,250,350,0.717,2771.88
Etihad,DXB,CDG,5200,9,Wed,15,6.79,False,0,0,220,350,0.631,2644.31
Emirates,DXB,BOM,1900,1,Fri,1,4.45,True,0,0,350,350,1.0,2752.2
Qatar Airways,DXB,BKK,4900,4,Thu,21,9.55,False,1,51,239,350,0.685,2707.09
Qatar Airways,DXB,BOM,1900,10,Sun,16,7.48,False,0,0,197,350,0.565,2026.14
Turkish Airlines,DXB,BKK,4900,3,Wed,0,8.54,False,0,0,253,350,0.724,2785.6
Turkish Airlines,DXB,SYD,12000,6,Thu,21,4.08,True,0,0,350,350,1.0,4752.0
Qatar Airways,DXB,CDG,5200,3,Sun,22,4.63,False,0,0,258,350,0.738,2865.37
Emirates,DXB,BKK,4900,11,Sun,19,9.28,False,0,0,311,350,0.89,3123.24
Emirates,DXB,NRT,7900,12,Thu,18,1.59,True,0,0,296,350,0.847,3575.94
Qatar Airways,DXB,SIN,5900,5,Tue,16,1.83,False,0,0,202,350,0.58,2641.16
Emirates,DXB,JFK,11000,4,Tue,1,8.08,False,0,0,270,350,0.772,3925.16
Emirates,DXB,BOM,1900,1,Tue,3,3.94,True,0,0,249,350,0.714,2274.66
Turkish Airlines,DXB,SYD,12000,1,Sun,5,6.19,True,0,0,320,350,0.914,4505.63
British Airways,DXB,FRA,4800,8,Sat,16,5.67,False,0,0,251,350,0.719,2759.8
Singapore Airlines,DXB,BKK,4900,11,Mon,18,9.02,False,0,0,228,350,0.652,2639.68
Singapore Airlines,DXB,SYD,12000,11,Sat,6,6.92,False,1,35,274,350,0.783,4127.48
Emirates,DXB,CDG,5200,9,Thu,16,4.78,False,0,0,280,350,0.802,2996.01
Qatar Airways,DXB,BOM,1900,2,Sat,20,7.16,False,0,0,236,350,0.677,2213.34
Etihad,DXB,BOM,1900,11,Mon,12,6.05,False,1,29,184,350,0.526,1961.94
Singapore Airlines,DXB,LHR,5500,2,Mon,8,7.21,False,0,0,191,350,0.547,2513.29
Emirates,DXB,SYD,12000,8,Wed,21,4.35,False,0,0,262,350,0.749,4029.34
Qatar Airways,DXB,SYD,12000,5,Sat,3,5.93,False,1,25,296,350,0.846,4309.92
Singapore Airlines,DXB,LHR,5500,3,Thu,15,8.84,False,0,0,261,350,0.748,2935.93
Emirates,DXB,BKK,4900,2,Sun,14,4.35,False,0,0,166,350,0.475,2282.12
Emirates,DXB,FRA,4800,11,Sat,15,6.2,False,0,0,226,350,0.647,2614.43
Emirates,DXB,CDG,5200,9,Mon,4,4.54,False,1,47,206,350,0.591,2561.96
Qatar Airways,DXB,JNB,6400,1,Thu,3,5.37,True,0,0,275,350,0.789,3176.22
Etihad,DXB,JFK,11000,12,Sat,0,3.15,True,1,70,333,350,0.953,4423.5
Etihad,DXB,NRT,7900,2,Fri,7,4.9,False,0,0,260,350,0.744,3328.84
Emirates,DXB,JNB,6400,7,Thu,15,6.2,True,0,0,253,350,0.724,3034.8
Qatar Airways,DXB,NRT,7900,8,Sun,20,4.04,False,0,0,283,350,0.809,3483.87
Emirates,DXB,CDG,5200,10,Thu,21,8.01,False,1,29,278,350,0.795,2982.77
Turkish Airlines,DXB,CDG,5200,1,Sat,23,5.65,True,0,0,339,350,0.971,3345.03
Emirates,DXB,JNB,6400,6,Mon,1,5.0,True,0,0,311,350,0.891,3401.57
Etihad,DXB,JNB,6400,2,Tue,20,3.72,False,1,16,204,350,0.585,2726.66
British Airways,DXB,LHR,5500,2,Mon,17,3.89,False,0,0,254,350,0.728,2893.02
Emirates,DXB,FRA,4800,4,Sun,15,6.82,False,0,0,282,350,0.808,2938.81
Qatar Airways,DXB,CDG,5200,1,Thu,7,6.18,True,0,0,294,350,0.842,3078.47
Qatar Airways,DXB,BKK,4900,3,Fri,8,10.0,False,0,0,226,350,0.647,2629.7
Singapore Airlines,DXB,JNB,6400,10,Thu,18,10.0,False,0,0,212,350,0.607,2774.75
Emirates,DXB,BKK,4900,2,Mon,7,4.49,False,0,0,213,350,0.61,2554.48
Qatar Airways,DXB,NRT,7900,2,Mon,2,5.1,False,0,0,238,350,0.682,3180.23
Qatar Airways,DXB,NRT,7900,1,Sat,17,3.46,True,1,21,312,350,0.892,3681.57
Qatar Airways,DXB,CDG,5200,4,Wed,1,5.53,False,0,0,225,350,0.643,2669.2
Emirates,DXB,SIN,5900,1,Wed,3,4.95,True,0,0,344,350,0.985,3512.06
Qatar Airways,DXB,BKK,4900,10,Thu,7,5.66,False,0,0,285,350,0.815,2971.87
Qatar Airways,DXB,CDG,5200,1,Tue,16,4.06,True,1,97,276,350,0.789,2970.2
Turkish Airlines,DXB,SYD,12000,9,Thu,5,1.79,False,0,0,120,350,0.344,2863.9
Qatar Airways,DXB,CDG,5200,12,Sat,21,2.7,True,0,0,350,350,1.0,3405.6
Emirates,DXB,BOM,1900,9,Tue,8,7.35,False,0,0,244,350,0.698,2248.98
Turkish Airlines,DXB,BKK,4900,4,Sat,12,7.75,False,0,0,211,350,0.605,2544.19
Turkish Airlines,DXB,CDG,5200,9,Thu,4,6.73,False,0,0,269,350,0.771,2932.16
Etihad,DXB,JNB,6400,8,Sat,4,4.56,False,0,0,342,350,0.978,3594.59
Emirates,DXB,BKK,4900,8,Sat,0,5.25,False,0,0,283,350,0.811,2963.24
Emirates,DXB,SYD,12000,9,Mon,22,6.06,False,0,0,215,350,0.614,3641.42
Singapore Airlines,DXB,FRA,4800,9,Sun,6,6.34,False,0,0,221,350,0.633,2585.56
Emirates,DXB,NRT,7900,4,Tue,5,4.76,False,0,0,211,350,0.603,2991.83
British Airways,DXB,NRT,7900,11,Tue,23,7.65,False,0,0,341,350,0.976,3882.83
Etihad,DXB,BKK,4900,7,Tue,18,4.18,True,0,0,286,350,0.818,2978.04
Singapore Airlines,DXB,NRT,7900,6,Tue,23,4.36,True,0,0,350,350,1.0,3940.2
Emirates,DXB,CDG,5200,5,Thu,22,5.93,False,0,0,219,350,0.628,2638.49
Emirates,DXB,NRT,7900,4,Sat,6,5.28,False,0,0,216,350,0.618,3028.34
Emirates,DXB,JNB,6400,8,Sun,23,5.23,False,0,0,264,350,0.755,3101.85
Singapore Airlines,DXB,CDG,5200,9,Mon,15,1.86,False,0,0,211,350,0.604,2587.35
Emirates,DXB,NRT,7900,4,Tue,20,6.93,False,1,23,310,350,0.888,3672.46
Emirates,DXB,JFK,11000,5,Fri,7,4.47,False,0,0,271,350,0.775,3932.74
British Airways,DXB,BOM,1900,8,Wed,8,6.16,False,0,0,250,350,0.717,2280.38
Singapore Airlines,DXB,JNB,6400,7,Wed,17,6.47,True,0,0,346,350,0.99,3621.16
Etihad,DXB,SIN,5900,6,Sun,12,5.24,True,1,114,350,350,1.0,3544.2
Emirates,DXB,JFK,11000,1,Mon,6,5.72,True,0,0,299,350,0.856,4156.6
Turkish Airlines,DXB,SIN,5900,7,Thu,18,7.34,True,0,0,330,350,0.944,3423.07
British Airways,DXB,LHR,5500,5,Sat,10,6.46,False,0,0,262,350,0.751,2942.34
Turkish Airlines,DXB,SYD,12000,5,Sat,9,4.14,False,0,0,223,350,0.639,3712.93
Etihad,DXB,SIN,5900,3,Mon,17,7.37,False,0,0,133,350,0.382,2216.56
Qatar Airways,DXB,JNB,6400,4,Fri,4,4.88,False,0,0,270,350,0.772,3140.44
Singapore Airlines,DXB,NRT,7900,10,Mon,8,7.19,False,0,0,208,350,0.596,2975.37
Singapore Airlines,DXB,FRA,4800,7,Sat,9,4.1,True,0,0,307,350,0.88,3083.9
British Airways,DXB,JNB,6400,7,Sat,1,6.81,True,0,0,298,350,0.852,3315.89
Emirates,DXB,BKK,4900,5,Sat,8,8.44,False,1,82,289,350,0.828,2996.67
Emirates,DXB,JNB,6400,12,Wed,9,6.49,True,0,0,307,350,0.879,3375.35
Singapore Airlines,DXB,LHR,5500,1,Thu,22,2.56,True,1,223,243,350,0.694,2823.36
